Mini Fabrica,Codigo Item,Descricao Item,Tipo Unidade,Codigo Cor,Descricao Cor,Tam,Deve (Abast),Saldo em Casa,Origem do Saldo
Mini Fabrica - 26,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,96142,CAMEL 1165/BISCOITO,,-31.931,1.50000,nacional
Mini Fabrica - 26,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,16143,PRETO 01/PRETO 01/PRETO 01,,-1.551,2.00000,nacional
Mini Fabrica - 26,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,40278,BRANCO OFF 526/BRANCO 15/NATURAL,,-3.562,18.60000,nacional
Mini Fabrica - 26,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-5.791,19.00000,nacional
Mini Fabrica - 26,97488,PANO COURACA P/ REFORCO TX 007/B,,1,BRANCO,,-61.794,81.00000,nacional
Mini Fabrica - 26,97488,PANO COURACA P/ REFORCO TX 007/B,,3,PRETO,,-2.923,0.00000,nacional
Mini Fabrica - 26,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,15758,PRETO 01/PRETO 01,,-8.843,68.00000,nacional
Mini Fabrica - 26,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,52568,NUDE 658/CRU 20,,-6.492,30.00000,nacional
Mini Fabrica - 26,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,100769,AVELA 1248/CRU 20,,-0.981,84.00000,nacional
Mini Fabrica - 26,143760,METALIZADO LONDON PU 0.9+BASE FLEX,,15787,PRETO 01/PRETO,,-0.672,12.30000,nacional
Mini Fabrica - 26,174565,NAPA SUPREMA PU 0.9 (MD O/I 25)+VELVET,,36126,BRANCO OFF 526/CREME 516,,-0.12,0.00000,nacional
Mini Fabrica - 26,185735,NAPA RELAX PU 2.0 (MD O/I 25) - IMPORTADO,,15745,PRETO 01,,-1.637,0.00000,nacional
Mini Fabrica - 26,185735,NAPA RELAX PU 2.0 (MD O/I 25) - IMPORTADO,,52531,NUDE 658,,-8.316,0.00000,nacional
Mini Fabrica - 26,187451,NYLON KANSAS(ACT O/I22)+ESPUMA D501 3MM+CACHAREL 120GR,,106860,AVELA 1248/BRANCO 15/CREME 516,,-1.632,0.00000,nacional
Mini Fabrica - 26,196437,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+SARJA 7030/50,,96662,MULTI CAMEL 1165/PRETO 01,,-23.137,19.00000,nacional
Mini Fabrica - 26,200476,NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26)+SARJA 7030/50,,15758,PRETO 01/PRETO 01,,-3.885,19.90000,nacional
Mini Fabrica - 26,202378,"NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT",,35738,BRANCO OFF 526/CRU 20/BEGE 435,,-4.08,0.00000,nacional
Mini Fabrica - 26,202378,"NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT",,109577,AVELA 1248/CRU 20/BEGE 435,,-4.896,0.00000,nacional
Mini Fabrica - 30,25567,AVESSO VELUR,,3,PRETO,,-13.87,0.00000,nacional
Mini Fabrica - 30,25567,AVESSO VELUR,,23041,CARAMELO 310,,-19.307,0.00000,nacional
Mini Fabrica - 30,25567,AVESSO VELUR,,35313,CREME 516,,-30.199,0.00000,nacional
Mini Fabrica - 30,56577,FORRO MILANO PU 0.7(B O/I 2014),,104045,AZUL SKY 1395,,-5.562,0.00000,nacional
Mini Fabrica - 30,64664,FORRO FACHETE PVC 0.8 (B O/I 2015),,15745,PRETO 01,,-43.464,21.00000,nacional
Mini Fabrica - 30,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,83517,CREME 985,,-5.392,0.00000,nacional
Mini Fabrica - 30,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-12.466,30.00000,nacional
Mini Fabrica - 30,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,107768,TERRACOTA 1477/BISCOITO,,-0.983,20.00000,nacional
Mini Fabrica - 30,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,100874,CAMEL 1165/BRANCO 15/CAMEL 1165,,-2.658,12.00000,nacional
Mini Fabrica - 30,84629,VERNIZ PREMIUM PU 1.0 (M/MD O/I 2017)+ SARJA 7030/40 0.40,,35324,BRANCO OFF 526/CRU 20,,-0.816,0.00000,nacional
Mini Fabrica - 30,94157,NAPA TURIM PU 1.0+VELVET,,95701,CAMEL 1165/CREME 516,,-12.24,16.70000,nacional
Mini Fabrica - 30,94157,NAPA TURIM PU 1.0+VELVET,,107770,OLIVE 1469/CREME 516,,-6.845,0.00000,nacional
Mini Fabrica - 30,97488,PANO COURACA P/ REFORCO TX 007/B,,3,PRETO,,-39.001,0.00000,nacional
Mini Fabrica - 30,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,15745,PRETO 01,,-10.064,0.00000,nacional
Mini Fabrica - 30,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-5.763,0.00000,nacional
Mini Fabrica - 30,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,95373,CAMEL 1165,,-4.926,1.00000,nacional
Mini Fabrica - 30,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107613,TERRACOTA 1477,,-0.427,67.00000,nacional
Mini Fabrica - 30,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,95810,CAMEL 1165/CRU 20,,-0.606,0.00000,nacional
Mini Fabrica - 30,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,105897,OSTRA 1431/CRU 20,,-0.422,0.00000,nacional
Mini Fabrica - 30,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,107823,OLIVE 1469/CRU 20,,-1.56,0.00000,nacional
Mini Fabrica - 30,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-0.892,0.00000,nacional
Mini Fabrica - 30,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,106143,OSTRA 1431/CREME 516,,-4.786,30.00000,nacional
Mini Fabrica - 30,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,34788,DOURADO/BISCOITO,,-0.708,20.00000,nacional
Mini Fabrica - 30,193246,NAPA TURIM CROCO MILAO PU 1.0 (B P/V 24/25)+SARJA 7030/50,,95810,CAMEL 1165/CRU 20,,-3.47,0.00000,nacional
Mini Fabrica - 30,195432,NAPA LEZARD GRECIA PU 0.9 (B P/V 24/25),,95373,CAMEL 1165,,-10.89,35.00000,nacional
Mini Fabrica - 30,195460,NAPA TRAME GRECIA PU 0.9 (B P/V 24/25)+BASE FLEX,,15787,PRETO 01/PRETO,,-2.553,20.20000,nacional
Mini Fabrica - 30,197406,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+VELVET,,96673,MULTI CAMEL 1165/PRETO,,-6.189,0.00000,nacional
Mini Fabrica - 30,200353,NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26),,35312,BRANCO OFF 526,,-7.666,0.00000,nacional
Mini Fabrica - 30,200476,NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26)+SARJA 7030/50,,95810,CAMEL 1165/CRU 20,,-3.209,0.00000,nacional
Mini Fabrica - 34,25567,AVESSO VELUR,,3,PRETO,,-5.005,0.00000,nacional
Mini Fabrica - 34,25567,AVESSO VELUR,,35313,CREME 516,,-2.657,0.00000,nacional
Mini Fabrica - 34,70730,CAMURCAO PU 1.2 (M O/I 2016)+VELVET 0.50,,36126,BRANCO OFF 526/CREME 516,,-3.958,0.00000,nacional
Mini Fabrica - 34,70892,TECIDO VELVET (M O/I 15) + MICROPONTO,,19161,BRANCO 15,,-128.983,0.00000,nacional
Mini Fabrica - 34,81379,"CACHAREL SPORT (MLK O/I 17)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,15745,PRETO 01,,-1.682,1160.10000,nacional
Mini Fabrica - 34,81379,"CACHAREL SPORT (MLK O/I 17)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,93237,MARINHO 1128,,-46.549,10.20000,nacional
Mini Fabrica - 34,81554,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+VELVET 0.50,,15787,PRETO 01/PRETO,,-0.602,0.00000,nacional
Mini Fabrica - 34,97488,PANO COURACA P/ REFORCO TX 007/B,,1,BRANCO,,-18.933,81.00000,nacional
Mini Fabrica - 34,122736,LYCRA FAVO (B P/V18/19)+ESP 1MM D20+DUPLA SPACER STR 220G,,1573,PRETO/PRETO/PRETO,,-107.326,0.00000,nacional
Mini Fabrica - 34,122736,LYCRA FAVO (B P/V18/19)+ESP 1MM D20+DUPLA SPACER STR 220G,,104375,NUDE 1323/BRANCO/BRANC O,,-1.827,0.00000,nacional
Mini Fabrica - 34,122736,LYCRA FAVO (B P/V18/19)+ESP 1MM D20+DUPLA SPACER STR 220G,,104841,CHUMBO 1321/PRETO/PRETO,,-1.362,0.00000,nacional
Mini Fabrica - 34,144069,"NYLON SLEEK(ACT O/I 2022)+COLA+ESPUMA 1,5MM D26+FORRO WAVE",,53728,ROSA 671/BRANCO 15/CREME 516,,-3.713,0.00000,nacional
Mini Fabrica - 34,144137,FILME CATALUNA 0.3MM NEW(ACT O/I22),,15745,PRETO 01,,-2.109,25.00000,nacional
Mini Fabrica - 34,144137,FILME CATALUNA 0.3MM NEW(ACT O/I22),,93244,BRANCO OFF 1132,,-0.395,0.00000,nacional
Mini Fabrica - 34,151481,"CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,93484,BRANCO OFF 1132/BRANCO 15/BRANCO 15,,-53.118,5.00000,nacional
Mini Fabrica - 34,151481,"CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,108772,CAMEL 778/BRANCO 15- BRANCO 15,,-0.843,0.00000,nacional
Mini Fabrica - 34,151481,"CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,110122,CAMEL 1528/BRANCO 15- BRANCO 15,,-0.866,0.00000,nacional
Mini Fabrica - 34,160340,TECIDO SUICA (MKO O/I 23)+ESPUMA PU 2MM D58C/AO+CACHAREL 120 GRAMAS,,16143,PRETO 01/PRETO 01/PRETO 01,,-23.154,0.00000,nacional
Mini Fabrica - 34,163212,NYLON SMESH(ACT P/V 22/23),,15745,PRETO 01,,-179.883,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,39218,PRETO 01- PRETO 01,2,-155.0,287.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,98069,GRAFITE 1223-VIOLETA 1221,2,-140.0,287.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,98069,GRAFITE 1223-VIOLETA 1221,3,-59.0,150.00000,nacional
Mini Fabrica - 34,172305,GASPEA LOC BELGA(ACT 0/I 24) L.4914.220,PAR,15745,PRETO 01,2,-130.0,245.00000,nacional
Mini Fabrica - 34,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,32908,PRETO 01/CINZA/PRETO 01,,-168.958,0.00000,nacional
Mini Fabrica - 34,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,93368,MARINHO 1128/CINZA/PRETO 01,,-16.86,0.00000,nacional
Mini Fabrica - 34,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,103332,CHUMBO 1321/CINZA/PRETO 01,,-40.478,0.00000,nacional
Mini Fabrica - 34,192734,TECIDO XANGAI(ACT O/I 25)+SARJA 7030/50,,110130,CAMEL 1528/PRETO 01,,-1.858,0.00000,nacional
Mini Fabrica - 34,192734,TECIDO XANGAI(ACT O/I 25)+SARJA 7030/50,,110144,ALFAZEMA 1497/CRU 20,,-1.393,19.00000,nacional
Mini Fabrica - 34,193740,GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101,PAR,106044,ROSA ANTIGO 1329-PINK 1332-CREME 1318,3,-155.0,390.00000,nacional
Mini Fabrica - 34,193740,GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101,PAR,106045,BRANCO 99- ROSA ANTIGO 1329- CINZA CLARO 1322,2,-209.0,209.00000,nacional
Mini Fabrica - 34,194041,TECIDO ADTERM CH 120 C CB CONFORFLEX T7 2213 300,,15745,PRETO 01,,-41.696,255.00000,nacional
Mini Fabrica - 34,194041,TECIDO ADTERM CH 120 C CB CONFORFLEX T7 2213 300,,16072,BRANCO 99,,-4.267,0.00000,nacional
Mini Fabrica - 34,194979,"NYLON MOREIA (ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,32908,PRETO 01/CINZA/PRETO 01,,-4.404,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,16143,PRETO 01/PRETO 01/PRETO 01,,-622.801,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,93484,BRANCO OFF 1132/BRANCO 15/BRANCO 15,,-157.559,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,109367,CAMEL 778/BRANCO 15/BRANCO 15,,-442.278,0.00000,nacional
Mini Fabrica - 38,25567,AVESSO VELUR,,3,PRETO,,-13.411,0.00000,nacional
Mini Fabrica - 38,25567,AVESSO VELUR,,23041,CARAMELO 310,,-10.995,0.00000,nacional
Mini Fabrica - 38,56577,FORRO MILANO PU 0.7(B O/I 2014),,50,NATURAL,,-2.232,0.00000,nacional
Mini Fabrica - 38,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,15745,PRETO 01,,-10.77,44.00000,nacional
Mini Fabrica - 38,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,29452,BEGE 435,,-25.594,25.00000,nacional
Mini Fabrica - 38,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-0.479,30.00000,nacional
Mini Fabrica - 38,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,15745,PRETO 01,,-13.344,0.00000,nacional
Mini Fabrica - 38,149266,CAMURCA STRECH DUO ( V 22/23)- IMPORTADO,,15745,PRETO 01,,-457.627,593.00000,nacional
Mini Fabrica - 38,149266,CAMURCA STRECH DUO ( V 22/23)- IMPORTADO,,107509,CAMEL 1470,,-210.521,0.00000,nacional
Mini Fabrica - 38,149602,CAMURCA STRECH DUO + VELVET (MD O/I /23),,15787,PRETO 01/PRETO,,-34.465,42.70000,nacional
Mini Fabrica - 38,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF,,-0.277,0.00000,nacional
Mini Fabrica - 38,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,95373,CAMEL 1165,,-5.72,1.00000,nacional
Mini Fabrica - 38,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,101321,CHOCOLATE 1271,,-10.024,0.00000,nacional
Mini Fabrica - 38,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107610,OLIVE 1469,,-3.981,50.00000,nacional
Mini Fabrica - 38,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,105897,OSTRA 1431/CRU 20,,-3.69,0.00000,nacional
Mini Fabrica - 40,23124,TERMOPONTO P345/11 - 120,,3,PRETO,,-7.586,117.00000,nacional
Mini Fabrica - 40,25567,AVESSO VELUR,,3,PRETO,,-0.172,0.00000,nacional
Mini Fabrica - 40,56577,FORRO MILANO PU 0.7(B O/I 2014),,50,NATURAL,,-5.603,0.00000,nacional
Mini Fabrica - 40,56577,FORRO MILANO PU 0.7(B O/I 2014),,35312,BRANCO OFF 526,,-5.77,26.00000,nacional
Mini Fabrica - 40,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-16.324,93.00000,nacional
Mini Fabrica - 40,56577,FORRO MILANO PU 0.7(B O/I 2014),,101321,CHOCOLATE 1271,,-12.756,50.00000,nacional
Mini Fabrica - 40,56577,FORRO MILANO PU 0.7(B O/I 2014),,107610,OLIVE 1469,,-0.859,46.00000,nacional
Mini Fabrica - 40,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,101646,CHOCOLATE 1271/PRETO,,-14.643,125.90000,nacional
Mini Fabrica - 40,76853,METAL GLAMOUR PU 0.9 (V P/V 16/17),,41,PRATA,,-4.296,0.00000,nacional
Mini Fabrica - 40,82290,GLITER MINI SHINE(M/MK O/I 17),,41,PRATA,,-4.66,0.00000,nacional
Mini Fabrica - 40,82290,GLITER MINI SHINE(M/MK O/I 17),,66,DOURADO,,-0.824,0.00000,nacional
Mini Fabrica - 40,82290,GLITER MINI SHINE(M/MK O/I 17),,23146,OURO ROSADO,,-22.689,0.00000,nacional
Mini Fabrica - 40,94157,NAPA TURIM PU 1.0+VELVET,,15787,PRETO 01/PRETO,,-49.185,84.00000,nacional
Mini Fabrica - 40,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,83517,CREME 985,,-0.299,0.00000,nacional
Mini Fabrica - 40,168873,NAPA CALF PU 0.9 ( P/V 24/25),,15745,PRETO 01,,-13.952,0.00000,nacional
Mini Fabrica - 40,168873,NAPA CALF PU 0.9 ( P/V 24/25),,35312,BRANCO OFF 526,,-13.888,0.00000,nacional
Mini Fabrica - 40,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-41.389,0.00000,nacional
Mini Fabrica - 40,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107610,OLIVE 1469,,-12.564,50.00000,nacional
Mini Fabrica - 40,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107613,TERRACOTA 1477,,-3.493,67.00000,nacional
Mini Fabrica - 40,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,40278,BRANCO OFF 526/BRANCO 15/NATURAL,,-0.844,0.00000,nacional
Mini Fabrica - 40,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,15758,PRETO 01/PRETO 01,,-1.921,31.00000,nacional
Mini Fabrica - 40,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,101646,CHOCOLATE 1271/PRETO,,-3.77,29.00000,nacional
Mini Fabrica - 40,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,107769,TERRACOTA 1477/CREME 516,,-22.662,0.00000,nacional
Mini Fabrica - 40,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,107770,OLIVE 1469/CREME 516,,-0.487,0.00000,nacional
Mini Fabrica - 40,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,66,DOURADO,,-30.558,0.00000,nacional
Mini Fabrica - 40,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,23146,OURO ROSADO,,-19.66,0.00000,nacional
Mini Fabrica - 40,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,34788,DOURADO/BISCOITO,,-0.113,20.00000,nacional
Mini Fabrica - 40,196770,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25),,96942,MULTI CAMEL 1165,,-0.648,42.00000,nacional
Mini Fabrica - 43,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-1.875,93.00000,nacional
Mini Fabrica - 43,58702,"FORRO CACHAREL CONFORT(MD O/I 2014)+ESP.PU2,5 D30+SPO40GR ANTI- MICROBI",,15745,PRETO 01,,-19.502,37.90000,nacional
Mini Fabrica - 43,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,15745,PRETO 01,,-7.331,0.00000,nacional
Mini Fabrica - 43,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-2.222,30.00000,nacional
Mini Fabrica - 43,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,105719,OSTRA 1431/BISCOITO,,-4.539,21.30000,nacional
Mini Fabrica - 43,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-9.99,19.00000,nacional
Mini Fabrica - 43,94157,NAPA TURIM PU 1.0+VELVET,,95701,CAMEL 1165/CREME 516,,-6.313,16.70000,nacional
Mini Fabrica - 43,94157,NAPA TURIM PU 1.0+VELVET,,107770,OLIVE 1469/CREME 516,,-5.66,0.00000,nacional
Mini Fabrica - 43,119686,"NAPA PELE STRECH PU 1.0+ESPUMA 3,5MM D26+SARJA 7030/40",,25405,PRETO 01/BRANCO 15/PRETO 01,,-87.601,0.00000,nacional
Mini Fabrica - 43,119686,"NAPA PELE STRECH PU 1.0+ESPUMA 3,5MM D26+SARJA 7030/40",,107951,AVELA 1248/BRANCO 15/CRU 20,,-37.428,0.00000,nacional
Mini Fabrica - 43,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,100769,AVELA 1248/CRU 20,,-6.649,84.00000,nacional
Mini Fabrica - 43,174077,"NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20",,25405,PRETO 01/BRANCO 15/PRETO 01,,-20.589,0.00000,nacional
Mini Fabrica - 43,174077,"NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20",,101049,AVELA,,-2.781,0.00000,nacional
Mini Fabrica - 43,174077,"NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20",,103562,CHERRY 1335/BRANCO 15/BRANCO 15,,-10.524,0.00000,nacional
Mini Fabrica - 43,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,15745,PRETO 01,,-12.151,0.00000,nacional
Mini Fabrica - 43,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-6.478,0.00000,nacional
Mini Fabrica - 43,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,95373,CAMEL 1165,,-12.278,1.00000,nacional
Mini Fabrica - 43,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,103102,CHERRY 1335,,-0.72,104.00000,nacional
Mini Fabrica - 43,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107610,OLIVE 1469,,-0.79,50.00000,nacional
Mini Fabrica - 43,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,16143,PRETO 01/PRETO 01/PRETO 01,,-15.398,0.00000,nacional
Mini Fabrica - 43,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,40278,BRANCO OFF 526/BRANCO 15/NATURAL,,-39.518,0.00000,nacional
Mini Fabrica - 43,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,96674,CAMEL 1165/BRANCO 15/NATURAL,,-3.07,0.00000,nacional
Mini Fabrica - 43,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-9.397,0.00000,nacional
Mini Fabrica - 43,187654,NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX,,103122,CHERRY 1335/BISCOITO,,-0.689,0.00000,nacional
Mini Fabrica - 43,192017,CAMURCAO LONDON PU 1.2(M O/I 2016)+TECIDO VELVET,,101724,CACAU 1277/PRETO,,-3.527,0.00000,nacional
Mini Fabrica - 43,192017,CAMURCAO LONDON PU 1.2(M O/I 2016)+TECIDO VELVET,,107133,CARAMELO 1450/CREME 516,,-74.962,0.00000,nacional
Mini Fabrica - 43,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,66,DOURADO,,-10.592,0.00000,nacional
Mini Fabrica - 43,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,104337,BRONZE 1402,,-4.923,62.00000,nacional
Mini Fabrica - 43,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,15758,PRETO 01/PRETO 01,,-0.793,0.00000,nacional
Mini Fabrica - 43,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,101439,CACAU 1277,,-8.541,0.00000,nacional
Mini Fabrica - 50,47527,FORRO FIORI (V P/V 12/13),,26926,CAMEL 408,,-29.134,0.00000,nacional
Mini Fabrica - 50,56427,PELICA PU 1.0 (V O/I 2014),,15745,PRETO 01,,-26.899,0.00000,nacional
Mini Fabrica - 50,56427,PELICA PU 1.0 (V O/I 2014),,29452,BEGE 435,,-0.104,0.00000,nacional
Mini Fabrica - 50,56427,PELICA PU 1.0 (V O/I 2014),,83508,CAFE 987,,-14.39,40.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,50,NATURAL,,-4.556,0.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,29452,BEGE 435,,-48.73,0.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,35312,BRANCO OFF 526,,-12.776,26.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,72374,CAFE 856,,-1.092,134.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,83508,CAFE 987,,-3.151,16.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-27.529,93.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,101321,CHOCOLATE 1271,,-14.356,50.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,29452,BEGE 435,,-9.643,25.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,83508,CAFE 987,,-0.01,19.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,89673,TAN 1080,,-3.402,65.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,100983,VERDE LUNA 1256,,-0.563,0.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-19.901,30.00000,nacional
Mini Fabrica - 50,83125,VERNIZ GLAM PU 1.0 (M O/I 2017),,15745,PRETO 01,,-25.657,0.00000,nacional
Mini Fabrica - 50,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,52531,NUDE 658,,-2.987,37.50000,nacional
Mini Fabrica - 50,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,89673,TAN 1080,,-4.784,60.00000,nacional
Mini Fabrica - 50,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,15745,PRETO 01,,-141.734,0.00000,nacional
